TICKER;PRECO;SETOR;MÁXIMA;MÍNIMA;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BRIT3;2,32;Comunicações;3,66;1,73;1,41;13,5;0,74;0,34;44,44;19,89;7,21;4,9;8,46;3,59;0,54;0,97;3,11;-0,44;1,99;5,45;2,55;6,27;0,47;0,53;0,35;;;1.294.581,63;3,13;0,17;0,04;1.028.427.357,64
BRIV3;10;Financeiro e Outros;13,30;4,95;2,13;8,18;0,52;0,04;15,77;4,57;3,12;5,59;5,57;;;0,26;1,08;-0,04;6,25;6,37;0,43;;0,07;0,93;0,14;20,48;16,87;15.106,70;19,18;1,22;0;882.493.994,50
BRIV4;9,9;Financeiro e Outros;10,00;5,80;6,27;8,1;0,52;0,03;15,77;4,57;3,12;5,53;5,57;;;0,25;1,07;-0,04;6,25;6,37;0,43;;0,07;0,93;0,14;20,48;16,87;18.307,35;19,18;1,22;0;882.493.994,50
BRKM3;23,06;Materiais Básicos;45,38;18,82;;-4,56;2,35;0,2;8,08;1,12;-4,52;18,42;40,91;22,47;2,87;0,21;1,46;-0,34;1,52;-51,55;-4,46;1,52;0,09;0,92;0,99;14,4;;852.852,71;9,82;-5,06;0,04;18.395.040.122,20
BRKM5;23,1;Materiais Básicos;46,11;16,64;;-4,55;2,35;0,2;8,08;1,12;-4,52;18,42;40,91;22,47;2,87;0,21;1,46;-0,34;1,52;-51,55;-4,46;1,52;0,09;0,92;0,99;14,4;;112.737.027,55;9,82;-5,06;0,04;18.395.040.122,20
BRKM6;18,41;Materiais Básicos;30,00;15,91;;-3,64;1,88;0,16;8,08;1,12;-4,52;14,71;40,91;22,47;2,87;0,16;1,17;-0,27;1,52;-51,55;-4,46;1,52;0,09;0,92;0,99;14,4;;2.332,38;9,82;-5,06;0,03;18.395.040.122,20
BRML3;8,26;Financeiro e Outros;10,44;7,52;;10,91;0,61;0,38;89,05;65,97;42,64;7,05;8,94;1,89;0,16;4,65;17;-0,41;1,43;5,57;3,48;6,22;0,62;0,37;0,08;2,7;;113.095.545,00;13,58;0,76;0,05;6.841.542.281,84
BRPR3;57,78;Financeiro e Outros;261,20;51,45;;-0,44;0,36;0,14;100;-860,75;-625,75;-0,32;-0,13;0,19;-0,21;2,72;-1,25;-0,27;0,81;-82,5;-32,17;-141,96;0,39;0,61;0,05;-7,12;;9.203.310,74;160,38;-132,31;0;665.183.419,48
BRQB3;0;Tecnologia da Informação;-;-;;0;0;0;36,99;17,54;11,02;0;-0,76;-0,76;-0,53;0;0;0;2,24;43,6;21,68;38,17;0,5;0,5;1,97;19,62;113,23;;1,45;0,63;0;0
BRSR3;13,19;Financeiro e Outros;13,18;9,89;6,93;5,9;0,56;0,05;31,14;6,16;6,59;6,31;6,04;;;0,39;3,27;-0,05;1,94;9,58;0,8;;0,08;0,92;0,12;6,91;-3,53;50.959,74;23,35;2,24;2,78;5.163.735.974,00
BRSR5;17,7;Financeiro e Outros;19,21;13,55;5,23;7,91;0,76;0,06;31,14;6,16;6,59;8,46;6,04;;;0,52;4,39;-0,07;1,94;9,58;0,8;;0,08;0,92;0,12;6,91;-3,53;5.460,80;23,35;2,24;3,73;5.163.735.974,00
BRSR6;12,31;Financeiro e Outros;12,40;8,54;7,43;5,5;0,53;0,04;31,14;6,16;6,59;5,88;6,04;;;0,36;3,05;-0,05;1,94;9,58;0,8;;0,08;0,92;0,12;6,91;-3,53;17.419.867,66;23,35;2,24;2,59;5.163.735.974,00
BSEV3;9;Consumo não Cíclico;-;-;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,3;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,9;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00
BSLI3;15;Financeiro e Outros;23,85;12,60;1,31;17,82;2,38;0,13;30,22;4,42;5,24;21,12;20,22;;;0,93;-0,45;-0,14;0,2;13,38;0,74;;0,06;0,94;0,14;17,77;3,75;3.457,32;6,29;0,84;-0,46;5.213.577.500,00
BSLI4;12,2;Financeiro e Outros;17,29;10,80;1,77;14,49;1,94;0,11;30,22;4,42;5,24;17,18;20,22;;;0,76;-0,37;-0,12;0,2;13,38;0,74;;0,06;0,94;0,14;17,77;3,75;13.084,46;6,29;0,84;-0,37;5.213.577.500,00
BTTL4;11.091,73;Financeiro e Outros;-;-;;2.676,37;1.352,79;561,62;16,41;8,46;5,47;1.731,64;2,26;0,33;0,26;146,5;2.085,45;-2.063,80;1,59;50,55;20,98;34,31;0,42;0,58;3,83;38,18;;;8,2;4,14;-205,13;183.528.014,80
CALI3;11,11;Consumo Cíclico;14,74;5,00;4,02;3,29;1,49;0,2;23,09;13,05;7,57;1,91;4,59;2,68;2,09;0,25;1;-0,37;1,72;45,23;5,96;18;0,13;0,87;0,79;65,29;22,22;12.352,00;7,46;3,37;0,03;41.339.987,81
CALI4;50;Consumo Cíclico;-;-;;14,82;6,7;0,88;23,09;13,05;7,57;8,59;4,59;2,68;2,09;1,12;4,52;-1,65;1,72;45,23;5,96;18;0,13;0,87;0,79;65,29;22,22;;7,46;3,37;0,12;41.339.987,81
CAMB3;8,37;Consumo Cíclico;8,26;3,83;2,63;5,12;1,9;0,92;45,86;21,51;14,62;3,48;4,3;0,85;0,46;0,75;4,31;-1,77;1,8;37,14;17,98;34,06;0,48;0,52;1,23;11,16;9,18;469.315,26;4,42;1,64;0,05;352.574.167,20
CAMB4;6,25;Consumo Cíclico;-;-;2,72;3,81;1,41;0,68;45,86;21,51;14,62;2,59;4,3;0,85;0,46;0,56;3,21;-1,32;1,8;37,14;17,98;34,06;0,48;0,52;1,23;11,16;9,18;;4,42;1,64;0,04;352.574.167,20
CAML3;7,1;Consumo não Cíclico;10,94;6,59;4;5,11;0,83;0,27;20,98;8,22;4,71;2,93;6,42;3,49;0,98;0,24;0,98;-0,6;1,99;16,16;5,26;10,72;0,33;0,67;1,12;16,96;14,1;12.646.096,39;8,57;1,38;0,02;2.485.000.000,00
CASH3;0,88;Tecnologia da Informação;1,93;0,79;;-12,57;0,98;0,61;-41,31;-41,31;-16,08;-4,89;-0,92;4,02;-0,8;2,02;1,71;-1,76;2,2;-7,77;-4,86;-21,01;0,62;0,37;0,3;70,01;;16.033.725,79;0,9;-0,07;-0,51;770.010.594,27
CASN3;10,42;Utilidade Pública;12,77;10,42;0,21;163,3;5,23;2,24;43,81;16,97;4,1;39,42;42,24;6,7;0,89;6,69;-42,9;-2,55;0,69;3,2;1,37;6,03;0,43;0,57;0,34;6,67;;1.045,00;1,99;0,06;-2,71;8.920.260.399,65
CASN4;8,37;Utilidade Pública;-;-;0,29;131,17;4,2;1,8;43,81;16,97;4,1;31,67;42,24;6,7;0,89;5,37;-34,46;-2,05;0,69;3,2;1,37;6,03;0,43;0,57;0,34;6,67;;;1,99;0,06;-2,18;8.920.260.399,65
CATA3;103,61;Consumo Cíclico;-;-;38,09;0,6;0,09;0,04;28,42;8,62;7,48;0,52;2,31;1,8;0,3;0,04;0,15;-0,1;1,69;14,41;6,4;8,25;0,44;0,56;0,86;12,66;;;1.200,16;172,97;0,02;14.940.354,78
CATA4;0;Consumo Cíclico;-;-;;0;0;0;28,42;8,62;7,48;0;2,31;1,8;0,3;0;0;0;1,69;14,41;6,4;8,25;0,44;0,56;0,86;12,66;;;1.200,16;172,97;0;14.940.354,78
CBAV3;5,55;Materiais Básicos;15,30;4,76;7,95;-9,73;0,64;0,25;-2,71;-2,47;-2,85;-11,25;-19,21;-8,06;0,46;0,28;1,2;-0,4;2,25;-6,55;-2,58;-5,77;0,39;0,59;0,9;;;24.102.964,18;8,69;-0,57;0,07;3.271.124.998,17
CBEE3;16,22;Utilidade Pública;19,21;11,11;;-28,29;0,75;0,22;16,74;10,95;-1,79;4,62;10;6;0,97;0,51;-1,93;-0,28;0,64;-2,64;-0,78;7,73;0,29;0,71;0,43;7,69;;6.273,60;21,7;-0,57;0,1;3.367.743.092,42
CCRO3;13,68;Bens Industriais;14,31;10,03;2,41;21,06;2,29;0,54;44,61;35,86;8,56;5,03;8,95;3,93;1,79;1,8;-14,46;-0,69;0,85;10,86;2,58;10,8;0,24;0,75;0,3;12,68;-6,13;125.486.326,79;5,97;0,65;-0,34;27.532.600.000,00
CCXC3;1,16;Financeiro e Outros;-;-;;-0,1;-0,03;0,39;;;;-2,62;-2,58;0,04;;;-0,03;;0,06;-26,1;-403,26;0,97;-15,45;16,45;0;;;;-45,41;-11,85;0;1.973.425,64
CEAB3;4,48;Consumo Cíclico;4,59;1,94;;50,75;0,48;0,15;50,8;5,56;0,44;3,99;6,18;2,2;0,27;0,22;0,9;-0,29;1,56;0,95;0,3;6,3;0,32;0,68;0,69;4,19;-22,43;15.806.470,21;9,31;0,09;-0,56;1.377.855.453,96
CEBR3;12,7;Utilidade Pública;13,81;8,64;11,74;4,37;0,89;0,62;54,61;87,9;62,67;3,11;0,66;-2,42;-0,69;2,74;1,36;-1,4;5,62;20,37;14,25;15,48;0,7;0,12;0,23;-34,71;9,96;168.246,21;14,28;2,91;0,1;904.989.643,50
CEBR5;12,65;Utilidade Pública;14,00;9,82;11,79;4,35;0,89;0,62;54,61;87,9;62,67;3,1;0,66;-2,42;-0,69;2,73;1,36;-1,39;5,62;20,37;14,25;15,48;0,7;0,12;0,23;-34,71;9,96;72.255,26;14,28;2,91;0,1;904.989.643,50
CEBR6;12,8;Utilidade Pública;14,41;9,66;12,82;4,4;0,9;0,63;54,61;87,9;62,67;3,14;0,66;-2,42;-0,69;2,76;1,37;-1,41;5,62;20,37;14,25;15,48;0,7;0,12;0,23;-34,71;9,96;302.876,18;14,28;2,91;0,1;904.989.643,50
CEDO3;8,1;Consumo Cíclico;8,00;5,45;;8,61;0,62;0,09;19,74;8,32;0,77;0,79;3,02;2,24;1,75;0,07;4,34;-0,21;1,04;7,19;1,04;24,16;0,15;0,85;1,36;14,09;-35,26;389.516,14;13,07;0,94;-0,05;78.964.677,76
CEDO4;7,3;Consumo Cíclico;7,68;3,10;;7,76;0,56;0,08;19,74;8,32;0,77;0,72;3,02;2,24;1,75;0,06;3,91;-0,19;1,04;7,19;1,04;24,16;0,15;0,85;1,36;14,09;-35,26;314.294,21;13,07;0,94;-0,04;78.964.677,76
CEEB3;38,12;Utilidade Pública;41,00;31,80;12,42;6,49;1,65;0,4;30,16;23,89;11,28;3,06;7,38;3,66;1,97;0,73;-12,19;-0,51;0,87;25,4;6,09;15,49;0,24;0,76;0,54;11,42;55,68;11.386,91;24,32;6,18;-0,52;12.775.879.765,94
CEEB5;35,24;Utilidade Pública;44,63;27,66;14,13;5,7;1,45;0,35;30,16;23,89;11,28;2,69;7,38;3,66;1,97;0,64;-10,71;-0,45;0,87;25,4;6,09;15,49;0,24;0,76;0,54;11,42;55,68;4.688,67;24,32;6,18;-0,46;12.775.879.765,94
CEEB6;60,68;Utilidade Pública;-;-;9,03;9,82;2,49;0,6;30,16;23,89;11,28;4,64;7,38;3,66;1,97;1,11;-18,45;-0,77;0,87;25,4;6,09;15,49;0,24;0,76;0,54;11,42;55,68;;24,32;6,18;-0,79;12.775.879.765,94
CEED3;30,9;Utilidade Pública;42,00;30,90;;-8,73;-0,78;0,3;14,25;7,39;-5,14;6,06;13,2;7,13;;0,45;5,77;-0,47;1,17;-8,94;-3,46;53,6;-0,39;1,39;0,67;7,74;;3.090,00;-39,61;-3,54;-0,5;2.108.929.724,40
CEED4;30;Utilidade Pública;49,00;30,00;;-8,48;-0,76;0,29;14,25;7,39;-5,14;5,89;13,2;7,13;;0,44;5,6;-0,46;1,17;-8,94;-3,46;53,6;-0,39;1,39;0,67;7,74;;3.000,00;-39,61;-3,54;-0,48;2.108.929.724,40
CEGR3;88,32;Utilidade Pública;-;-;1,16;80,09;18,68;5,32;23,37;13,71;4,55;26,59;27,57;0,97;0,68;3,64;-112,87;-7,26;0,85;23,32;6,64;29,77;0,28;0,72;1,46;9,87;-3,31;;4,73;1,1;-2,11;22.931.204.490,24
CEPE3;125,26;Utilidade Pública;-;-;0,43;81,27;5,86;0,71;19,73;12,27;1,41;9,36;15,58;6,92;4,33;1,15;29,12;-0,97;1,1;7,21;0,88;10,5;0,12;0,88;0,62;8,38;15,32;;21,39;1,54;-1,2;8.638.460.288,58
CEPE5;40,12;Utilidade Pública;40,12;39,50;1,35;26,03;1,88;0,23;19,73;12,27;1,41;3;15,58;6,92;4,33;0,37;9,33;-0,31;1,1;7,21;0,88;10,5;0,12;0,88;0,62;8,38;15,32;6.418,00;21,39;1,54;-0,38;8.638.460.288,58
CEPE6;43;Utilidade Pública;43,00;40,11;1,39;27,9;2,01;0,25;19,73;12,27;1,41;3,21;15,58;6,92;4,33;0,39;9,99;-0,33;1,1;7,21;0,88;10,5;0,12;0,88;0,62;8,38;15,32;6.183,00;21,39;1,54;-0,41;8.638.460.288,58
CESP3;25,55;Utilidade Pública;-;-;;3,2;0,81;0,5;35,39;48,13;129,48;8,6;9,53;0,99;0,09;4,14;14,32;-0,58;1,39;25,38;15,76;7,57;0,62;0,38;0,12;8,84;;;31,49;7,99;0;8.302.192.833,55
CESP5;25;Utilidade Pública;-;-;;3,13;0,79;0,49;35,39;48,13;129,48;8,42;9,53;0,99;0,09;4,05;14,01;-0,56;1,39;25,38;15,76;7,57;0,62;0,38;0,12;8,84;;;31,49;7,99;0;8.302.192.833,55
CESP6;25,25;Utilidade Pública;-;-;;3,16;0,8;0,5;35,39;48,13;129,48;8,5;9,53;0,99;0,09;4,09;14,15;-0,57;1,39;25,38;15,76;7,57;0,62;0,38;0,12;8,84;;;31,49;7,99;0;8.302.192.833,55
CGAS3;110,01;Utilidade Pública;145,54;97,03;10,83;26,53;-82,15;1,12;20,22;16,12;3,1;5,11;7,02;1,91;;0,82;-26,51;-1,83;0,9;-309,63;4,23;20,79;-0,01;1,01;1,36;25,75;-3,01;56.703,33;-1,34;4,15;-0,36;14.578.589.775,87
CGAS5;127;Utilidade Pública;145,87;109,59;10,32;30,63;-94,84;1,3;20,22;16,12;3,1;5,9;7,02;1,91;;0,95;-30,61;-2,12;0,9;-309,63;4,23;20,79;-0,01;1,01;1,36;25,75;-3,01;99.159,43;-1,34;4,15;-0,42;14.578.589.775,87
CGRA3;28,9;Consumo Cíclico;35,14;25,71;8,27;5,29;0,67;0,47;54,13;10,32;15,74;8,06;6,17;-1,92;-0,16;0,83;1,85;-0,83;2,36;12,58;8,84;6,52;0,7;0,3;0,56;9,76;11,55;76.868,58;43,44;5,47;-0,12;562.618.449,47
CGRA4;28,96;Consumo Cíclico;34,42;25,00;8,25;5,3;0,67;0,47;54,13;10,32;15,74;8,08;6,17;-1,92;-0,16;0,83;1,85;-0,83;2,36;12,58;8,84;6,52;0,7;0,3;0,56;9,76;11,55;171.428,79;43,44;5,47;-0,12;562.618.449,47
CIEL3;4,82;Financeiro e Outros;5,79;3,55;6,24;7,84;1,17;0,13;44,49;28,55;15,88;4,36;5,68;1,36;0,36;1,24;0,98;-1,01;1,18;14,88;1,67;11,54;0,11;0,86;0,1;-1,62;-16,29;171.630.983,32;4,12;0,61;0,1;12.959.207.840,97
CLSA3;6,12;Tecnologia da Informação;6,73;3,55;;-75,38;1,57;1,28;37,66;-10,46;-2,88;-20,76;-13,29;7,51;-0,57;2,17;2,37;-4,22;4,39;-2,09;-1,69;-9,25;0,81;0,19;0,59;;;2.481.763,97;3,88;-0,08;0,86;1.150.107.487,20
CLSC3;52,17;Utilidade Pública;54,52;43,65;9,61;4,03;0,66;0,17;13,93;7,64;4,98;2,63;4,69;2,01;0,5;0,2;-12,01;-0,26;0,96;16,32;4,24;11,24;0,26;0,74;0,85;7,34;49,64;65.524,48;79,21;12,93;0,23;2.052.146.807,89
CLSC4;53,8;Utilidade Pública;58,57;46,42;10,25;4,16;0,68;0,18;13,93;7,64;4,98;2,71;4,69;2,01;0,5;0,21;-12,39;-0,26;0,96;16,32;4,24;11,24;0,26;0,74;0,85;7,34;49,64;446.428,84;79,21;12,93;0,24;2.052.146.807,89
CMIG3;17,74;Utilidade Pública;20,55;14,05;6,17;9,68;1,71;0,72;19,65;16,77;11,44;6,61;6,44;1,24;0,32;1,11;18,46;-0,95;1,19;17,7;7,46;17,55;0,42;0,58;0,65;9,68;32,15;6.511.018,26;10,35;1,83;-0,43;30.757.702.350,24
CMIG4;12,04;Utilidade Pública;12,42;9,56;9,13;6,55;1,16;0,49;19,65;16,77;11,44;4,47;6,44;1,24;0,32;0,75;12,49;-0,65;1,19;17,7;7,46;17,55;0,42;0,58;0,65;9,68;32,15;127.256.687,24;10,35;1,83;-0,29;30.757.702.350,24
CMIN3;4,6;Materiais Básicos;5,20;2,81;19,88;9,21;2,08;0,89;44,53;27,57;19,63;6,56;6,32;-0,25;-0,08;1,81;3,03;-1,61;2,95;22,56;9,7;14,3;0,43;0,57;0,49;19,26;25,47;40.657.061,32;2,2;0,5;-0,22;25.177.705.266,42
